,artist,date,rank,song
48,OMI,2016-01-09,49 ,Cheerleader
49,ONE DIRECTION,2016-01-09,50 ,Drag Me Down
50,FLO RIDA,2016-01-09,51 ,My House
51,ILOVEMEMPHIS,2016-01-09,52 ,Hit The Quan
52,DEJ LOAF featuring BIG SEAN,2016-01-09,53 ,Back Up
53,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-09,54 ,WTF (Where They From)
54,ADELE,2016-01-09,55 ,When We Were Young
55,EMILY ANN ROBERTS,2016-01-09,56 ,Burning House
56,YO GOTTI,2016-01-09,57 ,Down In The DM
57,BROTHERS OSBORNE,2016-01-09,58 ,Stay A Little Longer
58,JUSTIN BIEBER,2016-01-09,59 ,I'll Show You
59,CHARLIE PUTH,2016-01-09,60 ,One Call Away
60,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-09,61 ,Home Alone Tonight
61,SELENA GOMEZ,2016-01-09,62 ,Hands To Myself
62,BLAKE SHELTON,2016-01-09,63 ,Gonna
63,CHRIS BROWN,2016-01-09,64 ,Back To Sleep
64,NELLY featuring JEREMIH,2016-01-09,65 ,The Fix
65,JASON ALDEAN,2016-01-09,66 ,Gonna Know We Were Here
66,GWEN STEFANI,2016-01-09,67 ,Used To Love You
67,DLOW,2016-01-09,68 ,Bet You Can't Do It Like Me
68,COLE SWINDELL,2016-01-09,69 ,You Should Be Here
69,DRAKE & FUTURE,2016-01-09,70 ,Big Rings
70,JANA KRAMER,2016-01-09,71 ,I Got The Boy
71,JORDAN SMITH,2016-01-09,72 ,Climb Every Mountain
72,LOCASH,2016-01-09,73 ,I Love This Life
73,DRAKE,2016-01-09,74 ,Back To Back
74,RUDIMENTAL featuring ED SHEERAN,2016-01-09,75 ,Lay It All On Me
75,TIM McGRAW,2016-01-09,76 ,Top Of The World
76,RACHEL PLATTEN,2016-01-09,77 ,Stand By You
77,YOUNG THUG,2016-01-09,78 ,Best Friend
78,FALL OUT BOY,2016-01-09,79 ,Irresistible
79,HALSEY,2016-01-09,80 ,New Americana
80,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-09,81 ,$ave Dat Money
81,JUSTIN BIEBER featuring HALSEY,2016-01-09,82 ,The Feeling
82,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-09,83 ,Blase
83,RAE SREMMURD,2016-01-09,84 ,Come Get Her
84,DAN + SHAY,2016-01-09,85 ,Nothin' Like You
85,ANDY GRAMMER,2016-01-09,86 ,Good To Be Alive (Hallelujah)
86,KELSEA BALLERINI,2016-01-09,87 ,Dibs
87,LUKE BRYAN,2016-01-09,88 ,Strip It Down
88,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-09,89 ,Downtown
89,JORDAN SMITH & ADAM LEVINE,2016-01-09,90 ,God Only Knows
90,GRANGER SMITH,2016-01-09,91 ,Backroad Song
91,DAWIN,2016-01-09,92 ,Dessert
92,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-09,93 ,Play No Games
93,DRAKE,2016-01-09,94 ,Right Hand
94,BRYSON TILLER,2016-01-09,95 ,Sorry Not Sorry
95,ZAC BROWN BAND,2016-01-09,96 ,Beautiful Drug
96,CARRIE UNDERWOOD,2016-01-09,97 ,Smoke Break
97,TORI KELLY,2016-01-09,98 ,Hollow
98,JORDAN SMITH,2016-01-09,99 ,Somebody To Love
99,JUSTIN BIEBER,2016-01-09,100,Purpose
0,ADELE,2016-01-16,1  ,Hello
1,JUSTIN BIEBER,2016-01-16,2  ,Sorry
2,JUSTIN BIEBER,2016-01-16,3  ,Love Yourself
3,DRAKE,2016-01-16,4  ,Hotline Bling
4,JUSTIN BIEBER,2016-01-16,5  ,What Do You Mean?
5,SELENA GOMEZ,2016-01-16,6  ,Same Old Love
6,ALESSIA CARA,2016-01-16,7  ,Here
7,SHAWN MENDES,2016-01-16,8  ,Stitches
8,THE WEEKND,2016-01-16,9  ,The Hills
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-16,10 ,Like I'm Gonna Lose You
10,MARIAH CAREY,2016-01-16,11 ,All I Want For Christmas Is You
11,DRAKE & FUTURE,2016-01-16,12 ,Jumpman
12,TWENTY ONE PILOTS,2016-01-16,13 ,Stressed Out
13,FETTY WAP featuring REMY BOYZ,2016-01-16,14 ,679
14,THE WEEKND,2016-01-16,15 ,In The Night
15,TRAVI$ SCOTT,2016-01-16,16 ,Antidote
16,ELLIE GOULDING,2016-01-16,17 ,On My Mind
17,BRYSON TILLER,2016-01-16,18 ,Don't
18,SILENTO,2016-01-16,19 ,Watch Me
19,THE CHAINSMOKERS featuring ROZES,2016-01-16,20 ,Roses
20,THE WEEKND,2016-01-16,21 ,Can't Feel My Face
21,TAYLOR SWIFT,2016-01-16,22 ,Wildest Dreams
22,ELLE KING,2016-01-16,23 ,Ex's & Oh's
23,POST MALONE,2016-01-16,24 ,White Iverson
24,THOMAS RHETT,2016-01-16,25 ,Die A Happy Man
25,TORY LANEZ,2016-01-16,26 ,Say It
26,DEMI LOVATO,2016-01-16,27 ,Confident
27,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-16,28 ,Lean On
28,FETTY WAP,2016-01-16,29 ,Trap Queen
29,BRENDA LEE,2016-01-16,30 ,Rockin' Around The Christmas Tree
30,ONE DIRECTION,2016-01-16,31 ,Perfect
31,SAM HUNT,2016-01-16,32 ,Break Up In A Small Town
32,SHAWN MENDES & CAMILA CABELLO,2016-01-16,33 ,I Know What You Did Last Summer
33,ILOVEMEMPHIS,2016-01-16,34 ,Hit The Quan
34,ARIANA GRANDE,2016-01-16,35 ,Focus
35,G-EAZY & BEBE REXHA,2016-01-16,36 ,"Me, Myself & I"
36,FLO RIDA,2016-01-16,37 ,My House
37,NAT KING COLE,2016-01-16,38 ,The Christmas Song (Merry Christmas To You)
38,SELENA GOMEZ,2016-01-16,39 ,Hands To Myself
39,J. COLE,2016-01-16,40 ,No Role Modelz
40,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-16,41 ,See You Again
41,DAYA,2016-01-16,42 ,Hide Away
42,DNCE,2016-01-16,43 ,Cake By The Ocean
43,FETTY WAP,2016-01-16,44 ,Again
44,FUTURE featuring DRAKE,2016-01-16,45 ,Where Ya At
45,R. CITY featuring ADAM LEVINE,2016-01-16,46 ,Locked Away
46,BOBBY HELMS,2016-01-16,47 ,Jingle Bell Rock
47,DLOW,2016-01-16,48 ,Bet You Can't Do It Like Me
48,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-16,49 ,Where Are U Now
49,CAM,2016-01-16,50 ,Burning House
50,BRYSON TILLER,2016-01-16,51 ,Exchange
51,YO GOTTI,2016-01-16,52 ,Down In The DM
52,CHRIS BROWN,2016-01-16,53 ,Back To Sleep
53,ADELE,2016-01-16,54 ,When We Were Young
54,COLDPLAY,2016-01-16,55 ,Adventure Of A Lifetime
55,DEJ LOAF featuring BIG SEAN,2016-01-16,56 ,Back Up
56,CHARLIE PUTH,2016-01-16,57 ,One Call Away
57,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-16,58 ,WTF (Where They From)
58,JUSTIN BIEBER,2016-01-16,59 ,I'll Show You
59,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-16,60 ,Home Alone Tonight
60,DRAKE & FUTURE,2016-01-16,61 ,Big Rings
61,NELLY featuring JEREMIH,2016-01-16,62 ,The Fix
62,YOUNG THUG,2016-01-16,63 ,Best Friend
63,BROTHERS OSBORNE,2016-01-16,64 ,Stay A Little Longer
64,JASON ALDEAN,2016-01-16,65 ,Gonna Know We Were Here
65,RACHEL PLATTEN,2016-01-16,66 ,Stand By You
66,GWEN STEFANI,2016-01-16,67 ,Used To Love You
67,FALL OUT BOY,2016-01-16,68 ,Irresistible
68,JANA KRAMER,2016-01-16,69 ,I Got The Boy
69,LOCASH,2016-01-16,70 ,I Love This Life
70,HALSEY,2016-01-16,71 ,New Americana
71,COLE SWINDELL,2016-01-16,72 ,You Should Be Here
72,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-16,73 ,$ave Dat Money
73,BLAKE SHELTON,2016-01-16,74 ,Gonna
74,DAWIN,2016-01-16,75 ,Dessert
75,RAE SREMMURD,2016-01-16,76 ,Come Get Her
76,CHRIS BROWN,2016-01-16,77 ,Liquor
77,RUDIMENTAL featuring ED SHEERAN,2016-01-16,78 ,Lay It All On Me
78,DRAKE,2016-01-16,79 ,Right Hand
79,HRIS BROWN,2016-01-16,80 ,Zero
80,LINDSEY STIRLING,2016-01-16,81 ,Hallelujah
81,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-16,82 ,Downtown
82,ANDY GRAMMER,2016-01-16,83 ,Good To Be Alive (Hallelujah)
83,JUSTIN BIEBER featuring HALSEY,2016-01-16,84 ,The Feeling
84,TIM McGRAW,2016-01-16,85 ,Top Of The World
85,FETTY WAP,2016-01-16,86 ,RGF Island
86,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-16,87 ,Blase
87,GRANGER SMITH,2016-01-16,88 ,Backroad Song
88,J BALVIN,2016-01-16,89 ,Ginza
89,BRYSON TILLER,2016-01-16,90 ,Sorry Not Sorry
90,CHRIS BROWN,2016-01-16,91 ,Little More (Royalty)
91,ZAC BROWN BAND,2016-01-16,92 ,Beautiful Drug
92,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-16,93 ,Play No Games
93,KEVIN GATES,2016-01-16,94 ,Really Really
94,JUSTIN BIEBER,2016-01-16,95 ,Purpose
95,TORI KELLY,2016-01-16,96 ,Hollow
96,KELSEA BALLERINI,2016-01-16,97 ,Dibs
97,JAMES BAY,2016-01-16,98 ,Let It Go
98,FUTURE,2016-01-16,99 ,Stick Talk
99,JASON DERULO,2016-01-16,100,Get Ugly
0,ADELE,2016-01-23,1  ,Hello
1,JUSTIN BIEBER,2016-01-23,2  ,Sorry
2,JUSTIN BIEBER,2016-01-23,3  ,Love Yourself
3,DRAKE,2016-01-23,4  ,Hotline Bling
4,JUSTIN BIEBER,2016-01-23,5  ,What Do You Mean?
5,SHAWN MENDES,2016-01-23,6  ,Stitches
6,SELENA GOMEZ,2016-01-23,7  ,Same Old Love
7,ALESSIA CARA,2016-01-23,8  ,Here
8,TWENTY ONE PILOTS,2016-01-23,9  ,Stressed Out
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-23,10 ,Like I'm Gonna Lose You
10,THE WEEKND,2016-01-23,11 ,The Hills
11,FETTY WAP featuring REMY BOYZ,2016-01-23,12 ,679
12,DRAKE & FUTURE,2016-01-23,13 ,Jumpman
13,ELLE KING,2016-01-23,14 ,Ex's & Oh's
14,POST MALONE,2016-01-23,15 ,White Iverson
15,ELLIE GOULDING,2016-01-23,16 ,On My Mind
16,TRAVI$ SCOTT,2016-01-23,17 ,Antidote
17,TAYLOR SWIFT,2016-01-23,18 ,Wildest Dreams
18,SILENTO,2016-01-23,19 ,Watch Me
19,THE WEEKND,2016-01-23,20 ,In The Night
20,BRYSON TILLER,2016-01-23,21 ,Don't
21,THE CHAINSMOKERS featuring ROZES,2016-01-23,22 ,Roses
22,DEMI LOVATO,2016-01-23,23 ,Confident
23,THE WEEKND,2016-01-23,24 ,Can't Feel My Face
24,THOMAS RHETT,2016-01-23,25 ,Die A Happy Man
25,ONE DIRECTION,2016-01-23,26 ,Perfect
26,FETTY WAP,2016-01-23,27 ,Trap Queen
27,SHAWN MENDES & CAMILA CABELLO,2016-01-23,28 ,I Know What You Did Last Summer
28,SAM HUNT,2016-01-23,29 ,Break Up In A Small Town
29,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-23,30 ,See You Again
30,DAYA,2016-01-23,31 ,Hide Away
31,TORY LANEZ,2016-01-23,32 ,Say It
32,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-23,33 ,Lean On
33,FLO RIDA,2016-01-23,34 ,My House
34,G-EAZY & BEBE REXHA,2016-01-23,35 ,"Me, Myself & I"
35,CHARLIE PUTH,2016-01-23,36 ,One Call Away
36,ILOVEMEMPHIS,2016-01-23,37 ,Hit The Quan
37,FETTY WAP,2016-01-23,38 ,Again
38,ARIANA GRANDE,2016-01-23,39 ,Focus
39,R. CITY featuring ADAM LEVINE,2016-01-23,40 ,Locked Away
40,DNCE,2016-01-23,41 ,Cake By The Ocean
41,SELENA GOMEZ,2016-01-23,42 ,Hands To Myself
42,J. COLE,2016-01-23,43 ,No Role Modelz
43,CAM,2016-01-23,44 ,Burning House
44,FUTURE featuring DRAKE,2016-01-23,45 ,Where Ya At
45,BRYSON TILLER,2016-01-23,46 ,Exchange
46,ADELE,2016-01-23,47 ,When We Were Young
47,YO GOTTI,2016-01-23,48 ,Down In The DM
48,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-23,49 ,Where Are U Now
49,RACHEL PLATTEN,2016-01-23,50 ,Stand By You
50,DLOW,2016-01-23,51 ,Bet You Can't Do It Like Me
51,DEJ LOAF featuring BIG SEAN,2016-01-23,52 ,Back Up
52,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-23,53 ,Home Alone Tonight
53,COLDPLAY,2016-01-23,54 ,Adventure Of A Lifetime
54,FALL OUT BOY,2016-01-23,55 ,Irresistible
55,JASON ALDEAN,2016-01-23,56 ,Gonna Know We Were Here
56,DRAKE & FUTURE,2016-01-23,57 ,Big Rings
57,JUSTIN BIEBER,2016-01-23,58 ,I'll Show You
58,CHRIS BROWN,2016-01-23,59 ,Back To Sleep
59,HALSEY,2016-01-23,60 ,New Americana
60,BROTHERS OSBORNE,2016-01-23,61 ,Stay A Little Longer
61,ANDY GRAMMER,2016-01-23,62 ,Good To Be Alive (Hallelujah)
62,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-23,63 ,WTF (Where They From)
63,JANA KRAMER,2016-01-23,64 ,I Got The Boy
64,LOCASH,2016-01-23,65 ,I Love This Life
65,DRAKE,2016-01-23,66 ,Right Hand
66,YOUNG THUG,2016-01-23,67 ,Best Friend
67,GWEN STEFANI,2016-01-23,68 ,Used To Love You
68,NELLY featuring JEREMIH,2016-01-23,69 ,The Fix
69,JASON DERULO,2016-01-23,70 ,Get Ugly
70,RAE SREMMURD,2016-01-23,71 ,Come Get Her
71,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-23,72 ,Downtown
72,DAWIN,2016-01-23,73 ,Dessert
73,FETTY WAP,2016-01-23,74 ,RGF Island
74,BLAKE SHELTON,2016-01-23,75 ,Gonna
75,KELSEA BALLERINI,2016-01-23,76 ,Dibs
76,BRYSON TILLER,2016-01-23,77 ,Sorry Not Sorry
77,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-23,78 ,$ave Dat Money
78,KEVIN GATES,2016-01-23,79 ,Really Really
79,TORI KELLY,2016-01-23,80 ,Hollow
80,ZAC BROWN BAND,2016-01-23,81 ,Beautiful Drug
81,GRANGER SMITH,2016-01-23,82 ,Backroad Song
82,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-23,83 ,Blase
83,TIM McGRAW,2016-01-23,84 ,Top Of The World
84,2 CHAINZ,2016-01-23,85 ,Watch Out
85,JUSTIN BIEBER,2016-01-23,86 ,Purpose
86,CARRIE UNDERWOOD,2016-01-23,87 ,Smoke Break
87,RUDIMENTAL featuring ED SHEERAN,2016-01-23,88 ,Lay It All On Me
88,CHRIS BROWN,2016-01-23,89 ,Liquor
89,JAMES BAY,2016-01-23,90 ,Let It Go
90,FUTURE,2016-01-23,91 ,Stick Talk
91,ERIC CHURCH,2016-01-23,92 ,Mr. Misunderstood
92,JUSTIN BIEBER featuring HALSEY,2016-01-23,93 ,The Feeling
93,KEITH URBAN,2016-01-23,94 ,Break On Me.
94,HRIS BROWN,2016-01-23,95 ,Zero
95,FETTY WAP featuring MONTY,2016-01-23,96 ,Jugg
96,COLE SWINDELL,2016-01-23,97 ,You Should Be Here
97,RANDY HOUSER,2016-01-23,98 ,We Went
98,FLORIDA GEORGIA LINE,2016-01-23,99 ,Confession
99,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-23,100,Play No Games
0,JUSTIN BIEBER,2016-01-30,1  ,Sorry
1,ADELE,2016-01-30,2  ,Hello
2,JUSTIN BIEBER,2016-01-30,3  ,Love Yourself
3,DRAKE,2016-01-30,4  ,Hotline Bling
4,TWENTY ONE PILOTS,2016-01-30,5  ,Stressed Out
5,SELENA GOMEZ,2016-01-30,6  ,Same Old Love
6,SHAWN MENDES,2016-01-30,7  ,Stitches
7,JUSTIN BIEBER,2016-01-30,8  ,What Do You Mean?
8,ALESSIA CARA,2016-01-30,9  ,Here
9,MEGHAN TRAINOR featuring JOHN LEGEND,2016-01-30,10 ,Like I'm Gonna Lose You
10,THE WEEKND,2016-01-30,11 ,The Hills
11,DRAKE & FUTURE,2016-01-30,12 ,Jumpman
12,THE CHAINSMOKERS featuring ROZES,2016-01-30,13 ,Roses
13,POST MALONE,2016-01-30,14 ,White Iverson
14,ELLIE GOULDING,2016-01-30,15 ,On My Mind
15,THE WEEKND,2016-01-30,16 ,In The Night
16,BRYSON TILLER,2016-01-30,17 ,Don't
17,FETTY WAP featuring REMY BOYZ,2016-01-30,18 ,679
18,TRAVI$ SCOTT,2016-01-30,19 ,Antidote
19,ELLE KING,2016-01-30,20 ,Ex's & Oh's
20,TAYLOR SWIFT,2016-01-30,21 ,Wildest Dreams
21,SHAWN MENDES & CAMILA CABELLO,2016-01-30,22 ,I Know What You Did Last Summer
22,THOMAS RHETT,2016-01-30,23 ,Die A Happy Man
23,THE WEEKND,2016-01-30,24 ,Can't Feel My Face
24,DEMI LOVATO,2016-01-30,25 ,Confident
25,DNCE,2016-01-30,26 ,Cake By The Ocean
26,SILENTO,2016-01-30,27 ,Watch Me
27,ONE DIRECTION,2016-01-30,28 ,Perfect
28,G-EAZY & BEBE REXHA,2016-01-30,29 ,"Me, Myself & I"
29,TORY LANEZ,2016-01-30,30 ,Say It
30,MAJOR LAZER x DJ SNAKE featuring M0,2016-01-30,31 ,Lean On
31,FLO RIDA,2016-01-30,32 ,My House
32,DAYA,2016-01-30,33 ,Hide Away
33,SAM HUNT,2016-01-30,34 ,Break Up In A Small Town
34,FETTY WAP,2016-01-30,35 ,Trap Queen
35,WIZ KHALIFA featuring CHARLIE PUTH,2016-01-30,36 ,See You Again
36,CHARLIE PUTH,2016-01-30,37 ,One Call Away
37,RACHEL PLATTEN,2016-01-30,38 ,Stand By You
38,YO GOTTI,2016-01-30,39 ,Down In The DM
39,J. COLE,2016-01-30,40 ,No Role Modelz
40,ADELE,2016-01-30,41 ,When We Were Young
41,SELENA GOMEZ,2016-01-30,42 ,Hands To Myself
42,FETTY WAP,2016-01-30,43 ,Again
43,BRYSON TILLER,2016-01-30,44 ,Exchange
44,R. CITY featuring ADAM LEVINE,2016-01-30,45 ,Locked Away
45,TAYLOR SWIFT,2016-01-30,46 ,Out Of The Woods
46,FUTURE featuring DRAKE,2016-01-30,47 ,Where Ya At
47,FALL OUT BOY,2016-01-30,48 ,Irresistible
48,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2016-01-30,49 ,Where Are U Now
49,ARIANA GRANDE,2016-01-30,50 ,Focus
50,LUKE BRYAN featuring KAREN FAIRCHILD,2016-01-30,51 ,Home Alone Tonight
51,COLDPLAY,2016-01-30,52 ,Adventure Of A Lifetime
52,CHRIS BROWN,2016-01-30,53 ,Back To Sleep
53,JASON ALDEAN,2016-01-30,54 ,Gonna Know We Were Here
54,BROTHERS OSBORNE,2016-01-30,55 ,Stay A Little Longer
55,DEJ LOAF featuring BIG SEAN,2016-01-30,56 ,Back Up
56,LOCASH,2016-01-30,57 ,I Love This Life
57,JANA KRAMER,2016-01-30,58 ,I Got The Boy
58,DLOW,2016-01-30,59 ,Bet You Can't Do It Like Me
59,YOUNG THUG,2016-01-30,60 ,Best Friend
60,GWEN STEFANI,2016-01-30,61 ,Used To Love You
61,ANDY GRAMMER,2016-01-30,62 ,Good To Be Alive (Hallelujah)
62,DRAKE & FUTURE,2016-01-30,63 ,Big Rings
63,HALSEY,2016-01-30,64 ,New Americana
64,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-01-30,65 ,WTF (Where They From)
65,JASON DERULO,2016-01-30,66 ,Get Ugly
66,JUSTIN BIEBER,2016-01-30,67 ,I'll Show You
67,NELLY featuring JEREMIH,2016-01-30,68 ,The Fix
68,GRANGER SMITH,2016-01-30,69 ,Backroad Song
69,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2016-01-30,70 ,Downtown
70,ZAC BROWN BAND,2016-01-30,71 ,Beautiful Drug
71,BLAKE SHELTON,2016-01-30,72 ,Gonna
72,DAWIN,2016-01-30,73 ,Dessert
73,KEITH URBAN,2016-01-30,74 ,Break On Me.
74,KELSEA BALLERINI,2016-01-30,75 ,Dibs
75,CARRIE UNDERWOOD,2016-01-30,76 ,Heartbeat
76,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-01-30,77 ,$ave Dat Money
77,DRAKE,2016-01-30,78 ,Right Hand
78,TIM McGRAW,2016-01-30,79 ,Top Of The World
79,BRYSON TILLER,2016-01-30,80 ,Sorry Not Sorry
80,JEREMIH,2016-01-30,81 ,Oui
81,RUDIMENTAL featuring ED SHEERAN,2016-01-30,82 ,Lay It All On Me
82,KEVIN GATES,2016-01-30,83 ,Really Really
83,ERIC CHURCH,2016-01-30,84 ,Mr. Misunderstood
84,RAE SREMMURD,2016-01-30,85 ,Come Get Her
85,2 CHAINZ,2016-01-30,86 ,Watch Out
86,ROBIN SCHULZ featuring FRANCESCO YATES,2016-01-30,87 ,Sugar
87,TORI KELLY,2016-01-30,88 ,Hollow
88,BIG SEAN featuring CHRIS BROWN & TY DOLLA $IGN,2016-01-30,89 ,Play No Games
89,JAMES BAY,2016-01-30,90 ,Let It Go
90,FLORIDA GEORGIA LINE,2016-01-30,91 ,Confession
91,RANDY HOUSER,2016-01-30,92 ,We Went
92,KEVIN GATES,2016-01-30,93 ,2 Phones
93,FETTY WAP,2016-01-30,94 ,RGF Island
94,CARRIE UNDERWOOD,2016-01-30,95 ,Smoke Break
95,J BALVIN,2016-01-30,96 ,Ginza
96,CHRIS STAPLETON,2016-01-30,97 ,Nobody To Blame
97,COLE SWINDELL,2016-01-30,98 ,You Should Be Here
98,TY DOLLA $IGN featuring FUTURE & RAE SREMMURD,2016-01-30,99 ,Blase
99,CHRIS STAPLETON,2016-01-30,100,Tennessee Whiskey
0,JUSTIN BIEBER,2016-02-06,1  ,Sorry
1,ADELE,2016-02-06,2  ,Hello
2,JUSTIN BIEBER,2016-02-06,3  ,Love Yourself
3,TWENTY ONE PILOTS,2016-02-06,4  ,Stressed Out
4,SELENA GOMEZ,2016-02-06,5  ,Same Old Love
5,ALESSIA CARA,2016-02-06,6  ,Here
6,DRAKE,2016-02-06,7  ,Hotline Bling
7,SHAWN MENDES,2016-02-06,8  ,Stitches
8,MEGHAN TRAINOR featuring JOHN LEGEND,2016-02-06,9  ,Like I'm Gonna Lose You
9,JUSTIN BIEBER,2016-02-06,10 ,What Do You Mean?
10,THE CHAINSMOKERS featuring ROZES,2016-02-06,11 ,Roses
11,DRAKE & FUTURE,2016-02-06,12 ,Jumpman
12,BRYSON TILLER,2016-02-06,13 ,Don't
13,THE WEEKND,2016-02-06,14 ,The Hills
14,THE WEEKND,2016-02-06,15 ,In The Night
15,POST MALONE,2016-02-06,16 ,White Iverson
16,TRAVI$ SCOTT,2016-02-06,17 ,Antidote
17,FETTY WAP featuring REMY BOYZ,2016-02-06,18 ,679
18,G-EAZY & BEBE REXHA,2016-02-06,19 ,"Me, Myself & I"
19,SHAWN MENDES & CAMILA CABELLO,2016-02-06,20 ,I Know What You Did Last Summer
20,ELLIE GOULDING,2016-02-06,21 ,On My Mind
21,DNCE,2016-02-06,22 ,Cake By The Ocean
22,FLO RIDA,2016-02-06,23 ,My House
23,THOMAS RHETT,2016-02-06,24 ,Die A Happy Man
24,ELLE KING,2016-02-06,25 ,Ex's & Oh's
25,TORY LANEZ,2016-02-06,26 ,Say It
26,THE WEEKND,2016-02-06,27 ,Can't Feel My Face
27,TAYLOR SWIFT,2016-02-06,28 ,Wildest Dreams
28,SILENTO,2016-02-06,29 ,Watch Me
29,DEMI LOVATO,2016-02-06,30 ,Confident
30,DAYA,2016-02-06,31 ,Hide Away
31,MAJOR LAZER x DJ SNAKE featuring M0,2016-02-06,32 ,Lean On
32,SAM HUNT,2016-02-06,33 ,Break Up In A Small Town
33,CHARLIE PUTH,2016-02-06,34 ,One Call Away
34,ONE DIRECTION,2016-02-06,35 ,Perfect
35,YO GOTTI,2016-02-06,36 ,Down In The DM
36,SELENA GOMEZ,2016-02-06,37 ,Hands To Myself
37,WIZ KHALIFA featuring CHARLIE PUTH,2016-02-06,38 ,See You Again
38,FETTY WAP,2016-02-06,39 ,Trap Queen
39,DAVID BOWIE,2016-02-06,40 ,Lazarus
40,ADELE,2016-02-06,41 ,When We Were Young
41,DAVID BOWIE,2016-02-06,42 ,Space Oddity
42,J. COLE,2016-02-06,43 ,No Role Modelz
43,BRYSON TILLER,2016-02-06,44 ,Exchange
44,QUEEN & DAVID BOWIE,2016-02-06,45 ,Under Pressure
45,RACHEL PLATTEN,2016-02-06,46 ,Stand By You
46,FETTY WAP,2016-02-06,47 ,Again
47,LUKE BRYAN featuring KAREN FAIRCHILD,2016-02-06,48 ,Home Alone Tonight
48,R. CITY featuring ADAM LEVINE,2016-02-06,49 ,Locked Away
49,COLDPLAY,2016-02-06,50 ,Adventure Of A Lifetime
50,CHRIS BROWN,2016-02-06,51 ,Back To Sleep
51,YOUNG THUG,2016-02-06,52 ,Best Friend
52,ARIANA GRANDE,2016-02-06,53 ,Focus
53,BROTHERS OSBORNE,2016-02-06,54 ,Stay A Little Longer
54,TAYLOR SWIFT,2016-02-06,55 ,Out Of The Woods
55,JANA KRAMER,2016-02-06,56 ,I Got The Boy
56,FALL OUT BOY,2016-02-06,57 ,Irresistible
57,DLOW,2016-02-06,58 ,Bet You Can't Do It Like Me
58,LOCASH,2016-02-06,59 ,I Love This Life
59,DEJ LOAF featuring BIG SEAN,2016-02-06,60 ,Back Up
60,JASON ALDEAN,2016-02-06,61 ,Gonna Know We Were Here
61,JASON DERULO,2016-02-06,62 ,Get Ugly
62,DRAKE & FUTURE,2016-02-06,63 ,Big Rings
63,JEREMIH,2016-02-06,64 ,Oui
64,GRANGER SMITH,2016-02-06,65 ,Backroad Song
65,NELLY featuring JEREMIH,2016-02-06,66 ,The Fix
66,JUSTIN BIEBER,2016-02-06,67 ,I'll Show You
67,ROBIN SCHULZ featuring FRANCESCO YATES,2016-02-06,68 ,Sugar
68,ZAC BROWN BAND,2016-02-06,69 ,Beautiful Drug
69,CARRIE UNDERWOOD,2016-02-06,70 ,Heartbeat
70,KEVIN GATES,2016-02-06,71 ,2 Phones
71,KEITH URBAN,2016-02-06,72 ,Break On Me.
72,MISSY ELLIOTT featuring PHARRELL WILLIAMS,2016-02-06,73 ,WTF (Where They From)
73,BRYSON TILLER,2016-02-06,74 ,Sorry Not Sorry
74,KELSEA BALLERINI,2016-02-06,75 ,Dibs
75,HALSEY,2016-02-06,76 ,New Americana
76,LIL DICKY featuring FETTY WAP & RICH HOMIE QUAN,2016-02-06,77 ,$ave Dat Money
77,DAVID BOWIE,2016-02-06,78 ,Blackstar
78,DAWIN,2016-02-06,79 ,Dessert
79,GWEN STEFANI,2016-02-06,80 ,Used To Love You
80,ANDY GRAMMER,2016-02-06,81 ,Good To Be Alive (Hallelujah)
